,loan_amnt,int_rate,annual_inc,loan_status,open_acc,open_il_12m,Charged_Off
258090,12200,14.52,53000.0,Fully Paid,4.0,0.0,0
1697147,35000,19.52,93000.0,Fully Paid,12.0,,0
1354219,6500,13.49,60000.0,Current,23.0,0.0,0
999997,16000,9.99,100000.0,Fully Paid,20.0,,0
448624,7000,11.99,36000.0,Current,9.0,0.0,0
196434,35500,13.56,88000.0,Current,11.0,2.0,0
1366958,5000,8.24,35000.0,Fully Paid,11.0,0.0,0
697168,32000,7.39,150000.0,Charged Off,17.0,1.0,0
1215132,6000,12.69,36000.0,Fully Paid,14.0,,0
1265500,10500,14.65,62000.0,Fully Paid,9.0,,0
357996,15000,16.01,126000.0,Current,23.0,0.0,0
1747696,10000,10.64,38000.0,Fully Paid,8.0,,0
2038436,15000,10.99,50000.0,Charged Off,7.0,,0
85469,1000,12.73,35000.0,Current,6.0,0.0,0
1344936,18725,11.44,56000.0,Fully Paid,10.0,,0
1615403,3000,10.91,43200.0,Current,3.0,1.0,0
800496,9600,11.48,100000.0,Fully Paid,10.0,1.0,0
2047556,16000,12.99,90000.0,Fully Paid,8.0,,0
81254,11000,8.46,69000.0,Current,6.0,0.0,0
528697,2300,18.99,42180.0,Fully Paid,7.0,2.0,0
570326,20000,10.49,87000.0,Current,4.0,1.0,0
1896398,28000,8.39,100000.0,Fully Paid,5.0,,0
276770,2500,12.13,38000.0,Current,8.0,2.0,0
1101783,7700,16.99,38000.0,Fully Paid,5.0,,0
1925962,18300,19.52,52000.0,Current,13.0,,0
617976,12000,16.29,52000.0,Current,7.0,2.0,0
96256,40000,10.47,60000.0,Current,5.0,0.0,0
881873,12500,8.24,84000.0,Fully Paid,16.0,0.0,0
1563427,18000,10.91,45000.0,Charged Off,21.0,1.0,0
1929764,15000,10.15,125000.0,Fully Paid,23.0,,0
2077783,10050,22.4,28000.0,Charged Off,14.0,,0
689531,18600,24.99,49000.0,Current,10.0,0.0,0
424082,30000,24.84,37000.0,Current,6.0,0.0,0
1257696,18000,9.17,75000.0,Fully Paid,13.0,,0
746676,16000,6.49,58000.0,Charged Off,13.0,1.0,0
1863683,10000,11.71,48000.0,Fully Paid,11.0,,0
1475425,20000,13.59,113400.0,Current,10.0,1.0,0
301010,8000,12.13,31000.0,Current,11.0,0.0,0
366891,25000,5.31,475000.0,Current,7.0,2.0,0
1304078,23225,19.52,51000.0,Current,12.0,,0
1083006,24000,5.32,72000.0,Fully Paid,12.0,,0
227668,36000,13.56,85000.0,Current,17.0,0.0,0
1750107,20000,11.55,93000.0,Fully Paid,8.0,,0
2002943,12000,12.99,60000.0,Charged Off,8.0,,0
1223202,15000,12.29,60000.0,Fully Paid,8.0,,0
1100535,9900,12.29,26000.0,Fully Paid,6.0,,0
1840086,21000,14.09,135000.0,Fully Paid,11.0,,0
1385611,2400,11.49,55000.0,Fully Paid,7.0,0.0,0
2254476,5500,10.42,35000.0,Current,8.0,2.0,0
1996830,16000,25.89,70000.0,Fully Paid,11.0,,0
350365,10000,21.85,45000.0,Current,8.0,1.0,0
678343,35000,12.99,175000.0,Fully Paid,18.0,0.0,0
1514368,9600,16.02,90000.0,Current,8.0,0.0,0
1855713,8900,8.9,30000.0,Fully Paid,5.0,,0
1829380,12700,13.11,40500.0,Charged Off,13.0,,0
1533756,24000,7.21,140000.0,Current,14.0,1.0,0
130831,15000,10.08,120000.0,Current,17.0,2.0,0
445949,9000,7.97,28641.0,Current,9.0,1.0,0
1345365,8050,13.66,77000.0,Fully Paid,13.0,,0
553487,10000,11.49,35000.0,Fully Paid,6.0,0.0,0
708355,15000,12.99,75000.0,Current,5.0,1.0,0
1534197,20000,16.02,67700.0,Current,14.0,0.0,0
1880454,9150,19.24,45700.0,Fully Paid,9.0,,0
564187,15000,24.49,45000.0,Charged Off,11.0,1.0,0
1661282,18000,11.44,330000.0,Current,8.0,2.0,0
618546,23950,7.89,165000.0,Current,13.0,1.0,0
2058667,14400,19.47,38000.0,Charged Off,22.0,,0
1255884,2400,12.69,26000.0,Fully Paid,4.0,,0
414943,10000,12.61,125000.0,Current,19.0,0.0,0
959134,15500,8.38,100000.0,Fully Paid,6.0,,0
692942,15000,5.32,50000.0,Current,11.0,1.0,0
45602,8400,14.47,50000.0,Current,8.0,1.0,0
1532474,35000,20.0,250000.0,Current,19.0,0.0,0
1476704,2000,16.02,35000.0,Current,20.0,0.0,0
2236608,8000,7.97,100000.08,Current,17.0,0.0,0
976887,13675,14.33,49000.0,Charged Off,7.0,,0
1552425,10000,7.07,45000.0,Current,10.0,0.0,0
1589992,4000,11.99,48000.0,Current,14.0,1.0,0
635631,13500,8.39,79475.0,Fully Paid,14.0,1.0,0
651625,5000,11.47,80000.0,Fully Paid,13.0,2.0,0
958664,12225,17.86,130000.0,Fully Paid,6.0,,0
146640,2400,10.08,25000.0,Current,4.0,0.0,0
2003884,8000,11.67,75000.0,Fully Paid,13.0,,0
1448788,7000,9.93,19200.0,Charged Off,9.0,1.0,0
2101573,6000,8.9,82000.0,Fully Paid,11.0,,0
14543,8000,11.31,36000.0,Current,21.0,0.0,0
1807366,22750,17.27,75000.0,Charged Off,5.0,,0
755082,20000,21.97,126000.0,Fully Paid,24.0,0.0,0
2146564,5000,6.08,31000.0,Current,4.0,0.0,0
122404,10000,12.73,186000.0,Current,11.0,0.0,0
2193051,4000,6.72,30000.0,Fully Paid,7.0,1.0,0
758902,26050,11.47,65000.0,Fully Paid,12.0,0.0,0
1271060,17050,18.25,47500.0,Current,10.0,,0
1787260,13225,16.29,37233.0,Fully Paid,9.0,,0
528514,26975,14.49,90000.0,Charged Off,7.0,0.0,0
760088,22575,14.46,80000.0,Fully Paid,10.0,0.0,0
476225,22000,18.06,67200.0,Charged Off,10.0,0.0,0
290494,10000,6.19,179163.0,Current,13.0,0.0,0
1319036,5000,8.67,50000.0,Charged Off,14.0,,0
2258528,16000,17.09,67500.0,Current,21.0,0.0,0
1730592,4950,13.05,17000.0,Charged Off,9.0,,0
120003,40000,6.67,169000.0,Current,16.0,3.0,0
1113856,12000,7.26,91255.0,Charged Off,14.0,,0
372543,10000,10.9,38000.0,Current,7.0,0.0,0
1140562,35000,12.69,241083.0,Fully Paid,15.0,,0
249639,36000,6.11,100000.0,Current,19.0,1.0,0
1071097,7000,9.17,51000.0,Fully Paid,13.0,,0
710272,6000,11.99,65000.0,Fully Paid,13.0,0.0,0
881782,12500,7.99,85000.0,Late (31-120 days),11.0,0.0,0
1406978,24000,16.99,108000.0,Current,14.0,2.0,0
1360638,3600,11.44,98000.0,Current,7.0,0.0,0
209525,20000,7.84,50000.0,Fully Paid,17.0,1.0,0
1992607,15000,13.35,58000.0,Fully Paid,8.0,,0
711517,5000,6.97,85000.0,Fully Paid,12.0,0.0,0
1079108,6000,12.29,37000.0,Fully Paid,8.0,,0
196832,10000,6.67,80000.0,Current,3.0,0.0,0
2142660,20000,9.93,35000.0,Current,13.0,1.0,0
505919,2000,13.99,55000.0,Late (31-120 days),8.0,1.0,0
1889622,4525,18.54,34000.0,Fully Paid,11.0,,0
593588,12925,16.99,95000.0,Charged Off,7.0,1.0,0
2109439,2600,19.29,21600.0,Fully Paid,3.0,,0
285573,40000,6.83,70000.0,Current,11.0,0.0,0
1541004,8400,7.35,40000.0,Current,7.0,0.0,0
528974,8000,21.49,140000.0,Fully Paid,12.0,3.0,0
548448,25000,13.49,70000.0,Fully Paid,23.0,0.0,0
1734885,21725,15.88,49250.0,Charged Off,11.0,,0
302229,20000,12.13,80000.0,Current,12.0,1.0,0
1999888,7800,11.67,35000.0,Fully Paid,9.0,,0
845349,9300,11.49,130000.0,Current,13.0,0.0,0
1495541,10000,9.44,42000.0,Current,5.0,0.0,0
1708185,20000,19.2,55000.0,Fully Paid,7.0,,0
783415,30000,11.47,180000.0,Fully Paid,10.0,1.0,0
2032794,22500,7.9,105000.0,Fully Paid,22.0,,0
1674092,6000,8.24,72000.0,Current,9.0,0.0,0
1608771,5000,12.62,26520.0,Current,9.0,0.0,0
822203,18000,7.91,57000.0,Fully Paid,14.0,2.0,0
2121479,15800,13.72,36000.0,Fully Paid,6.0,,0
2070632,20000,8.9,65000.0,Charged Off,15.0,,0
668234,11275,22.45,60000.0,Current,8.0,1.0,0
2233411,10000,15.05,34000.0,Current,12.0,1.0,0
2012925,10000,14.99,50220.0,Fully Paid,7.0,,0
1453970,7000,10.91,54000.0,Fully Paid,10.0,1.0,0
373887,30000,15.04,93000.0,Current,9.0,0.0,0
484332,12000,12.62,48000.0,Fully Paid,5.0,0.0,0
666262,18000,10.75,230000.0,Current,7.0,1.0,0
2181879,25000,26.3,60000.0,Current,23.0,0.0,0
373837,16000,28.72,53011.0,Current,5.0,1.0,0
976937,9000,8.18,75000.0,Fully Paid,6.0,,0
1935949,24000,13.98,65000.0,Fully Paid,7.0,,0
1466094,24000,11.99,52500.0,Current,13.0,0.0,0
2257667,7000,13.59,42000.0,Current,4.0,1.0,0
2122862,3000,13.72,25716.72,Fully Paid,3.0,,0
1217750,10000,10.99,39000.0,Charged Off,8.0,,0
1018332,20000,7.89,147000.0,Fully Paid,12.0,,0
1587107,32000,10.42,125000.0,Current,15.0,1.0,0
274143,28000,17.47,100000.0,Fully Paid,13.0,1.0,0
1709198,11000,9.25,75000.0,Fully Paid,11.0,,0
1507261,20000,19.03,50000.0,Current,9.0,0.0,0
2227553,30000,17.09,145000.0,Current,8.0,1.0,0
1205097,27000,18.55,74500.0,Current,3.0,,0
1971142,35000,14.99,120000.0,Fully Paid,7.0,,0
1546712,12000,10.42,50000.0,Current,8.0,0.0,0
2082679,14000,7.62,63780.0,Fully Paid,11.0,,0
1441554,4800,13.49,102000.0,Current,7.0,1.0,0
1062943,25000,7.26,110000.0,Fully Paid,10.0,,0
1065055,19200,9.99,65000.0,Fully Paid,17.0,,0
97417,20000,16.14,150000.0,Current,9.0,3.0,0
91408,30000,25.34,50000.0,Current,4.0,0.0,0
1431288,40000,7.99,220000.0,Current,14.0,0.0,0
563450,8000,16.99,36000.0,Current,9.0,1.0,0
2015826,11400,16.29,42000.0,Charged Off,11.0,,0
1266050,12000,8.18,100000.0,Current,16.0,,0
400234,20000,6.71,85000.0,Current,11.0,0.0,0
1642432,30675,8.24,374250.0,Current,13.0,1.0,0
1359442,30000,8.24,181000.0,Current,24.0,0.0,0
962772,35000,14.48,135000.0,Current,40.0,,0
797452,24000,6.99,70000.0,Fully Paid,15.0,0.0,0
137734,4000,12.73,65000.0,Current,15.0,2.0,0
352733,33025,9.43,144400.0,Fully Paid,17.0,1.0,0
907652,4700,13.99,45000.0,Fully Paid,8.0,0.0,0
286421,6400,14.03,55000.0,Current,17.0,0.0,0
1315187,19000,6.03,130000.0,Fully Paid,8.0,,0
352200,16100,6.07,0.0,Current,19.0,1.0,0
1607841,18000,12.62,140000.0,Fully Paid,8.0,2.0,0
2104681,4000,6.62,50000.0,Fully Paid,17.0,,0
763505,35000,11.47,310000.0,Current,14.0,2.0,0
2054478,14000,10.99,179320.0,Fully Paid,15.0,,0
1652302,8000,10.49,70000.0,Current,4.0,1.0,0
2124286,10000,13.98,667680.0,Fully Paid,13.0,,0
892801,28000,14.99,86000.0,Charged Off,6.0,1.0,0
1565106,15000,14.08,50000.0,Charged Off,8.0,0.0,0
458798,8000,10.42,63000.0,Current,9.0,0.0,0
1086112,5600,8.18,28000.0,Fully Paid,6.0,,0
1987266,15000,12.99,74000.0,Fully Paid,10.0,,0
1166158,4000,7.89,120000.0,Fully Paid,10.0,,0
2037442,8675,15.31,35000.0,Fully Paid,5.0,,0
1017780,18000,19.99,50000.0,Fully Paid,6.0,,0
1242298,9000,17.86,30000.0,Charged Off,17.0,,0
732465,11500,9.16,70000.0,Current,12.0,0.0,0
1022604,10400,10.99,38500.0,Fully Paid,13.0,,0
1618381,5600,10.42,50000.0,Fully Paid,13.0,1.0,0
1152236,17000,10.99,41000.0,Fully Paid,7.0,,0
1903916,7000,10.15,130000.0,Fully Paid,6.0,,0
411434,4800,10.41,40000.0,Fully Paid,13.0,0.0,0
2231138,40000,16.02,115000.0,Current,19.0,2.0,0
1909473,20000,16.29,90000.0,Fully Paid,3.0,,0
2074917,13150,14.64,30000.0,Fully Paid,4.0,,0
2136705,6500,13.79,38004.0,Fully Paid,11.0,,0
1435521,20000,11.39,65000.0,Current,11.0,0.0,0
1670044,7200,7.99,71000.0,Current,23.0,1.0,0
1181677,22500,18.55,50000.0,Fully Paid,12.0,,0
537398,30400,14.49,95000.0,Current,13.0,1.0,0
647510,24000,15.31,62000.0,Charged Off,15.0,0.0,0
1212854,29825,17.57,65000.0,Current,13.0,,0
1548065,14400,18.06,85000.0,Current,11.0,1.0,0
1964605,12000,24.08,61000.0,Late (31-120 days),27.0,,0
2225021,10000,12.62,50000.0,Current,7.0,0.0,0
692796,5000,15.31,57000.0,Fully Paid,9.0,3.0,0
1067622,35000,16.99,150000.0,Charged Off,11.0,,0
1804853,24000,6.62,150000.0,Fully Paid,8.0,,0
1544102,10000,9.93,80000.0,Current,8.0,0.0,0
1595924,3500,23.88,60000.0,Charged Off,19.0,3.0,0
674350,6000,6.49,62000.0,Current,19.0,0.0,0
71187,25000,7.84,52000.0,Current,6.0,0.0,0
1348439,16800,6.49,100000.0,Fully Paid,19.0,,0
1845362,4800,6.62,78500.0,Fully Paid,14.0,,0
1393666,12000,16.99,184000.0,Current,9.0,1.0,0
1857074,21000,18.55,150000.0,Fully Paid,8.0,,0
467086,10000,18.06,66000.0,Current,12.0,1.0,0
1464216,25000,19.03,150000.0,In Grace Period,12.0,0.0,0
1133170,10000,7.89,82000.0,Fully Paid,16.0,,0
1525579,16000,16.02,130000.0,Fully Paid,7.0,0.0,0
975956,18000,5.32,125000.0,Fully Paid,20.0,,0
1637636,2000,11.49,56000.0,Current,8.0,1.0,0
585411,18000,14.49,57000.0,Fully Paid,19.0,0.0,0
1484483,15000,7.35,125000.0,Fully Paid,9.0,3.0,0
1517299,1400,25.82,39600.0,Current,13.0,0.0,0
497176,24000,8.59,130000.0,Current,15.0,2.0,0
658786,15000,15.31,50000.0,Charged Off,12.0,1.0,0
2195821,8500,11.99,52000.0,Current,7.0,0.0,0
2127895,24000,11.12,68240.0,Fully Paid,6.0,,0
1385995,14000,16.99,36000.0,Fully Paid,9.0,0.0,0
734038,25000,17.27,85000.0,Fully Paid,12.0,2.0,0
2064519,10125,22.45,43000.0,Charged Off,8.0,,0
1845003,19725,12.12,53800.0,Fully Paid,18.0,,0
1818221,18000,21.98,90000.0,Fully Paid,19.0,,0
1706544,4600,6.97,100000.0,Fully Paid,8.0,,0
284946,27000,11.05,41600.0,Current,4.0,0.0,0
164806,10000,10.47,75000.0,Current,11.0,0.0,0
1832851,19750,14.09,50000.0,Fully Paid,12.0,,0
2047697,10375,18.92,51187.0,Fully Paid,8.0,,0
286122,1500,19.42,24000.0,Current,7.0,0.0,0
1584939,17500,10.91,110000.0,Current,14.0,0.0,0
1363849,7900,13.99,128000.0,Fully Paid,9.0,0.0,0
1985439,13000,10.15,72000.0,Fully Paid,11.0,,0
870537,35000,30.79,84000.0,Charged Off,10.0,1.0,0
2220563,5000,15.05,25000.0,Current,4.0,1.0,0
1894960,20000,13.66,64200.0,Late (31-120 days),11.0,,0
1573906,20000,7.35,120000.0,Current,8.0,0.0,0
608783,19500,11.47,46000.0,Fully Paid,8.0,0.0,0
417723,11200,11.98,315000.0,Current,19.0,2.0,0
587134,9600,15.59,67276.0,Fully Paid,15.0,1.0,0
1151375,28550,11.53,97250.0,Fully Paid,13.0,,0
443853,19000,10.42,45000.0,Current,6.0,0.0,0
685719,11000,11.47,68900.0,Current,5.0,0.0,0
677675,10000,11.47,40000.0,Current,5.0,0.0,0
950945,17600,11.22,53000.0,Fully Paid,8.0,,0
794228,12500,6.99,57100.0,Fully Paid,12.0,0.0,0
1024555,13250,14.65,65000.0,Current,12.0,,0
1411544,12000,5.32,110000.0,Fully Paid,8.0,1.0,0
2137043,16000,16.32,60000.0,Charged Off,16.0,,0
978682,18000,10.99,60000.0,Charged Off,13.0,,0
144898,37500,6.11,180000.0,Current,24.0,1.0,0
1299672,20000,7.89,125000.0,Fully Paid,28.0,,0
1923330,4500,11.67,50000.0,Fully Paid,6.0,,0
1410918,10000,11.44,40000.0,Current,5.0,0.0,0
2137301,15000,11.58,103000.0,Fully Paid,18.0,,0
781832,12000,9.75,45000.0,Fully Paid,7.0,1.0,0
1377634,13000,7.99,73500.0,Charged Off,11.0,0.0,0
1745976,4000,24.5,22000.0,Charged Off,3.0,,0
840469,40000,12.74,90000.0,Current,7.0,1.0,0
660600,6000,9.75,33300.0,Current,5.0,0.0,0
4763,9000,16.91,61000.0,Current,11.0,1.0,0
327434,13000,29.69,45491.0,Current,18.0,5.0,0
885896,5000,11.49,70000.0,Charged Off,8.0,1.0,0
2060811,6100,13.65,65000.0,Fully Paid,4.0,,0
1644983,16000,11.49,95000.0,Current,8.0,1.0,0
2040962,10000,7.62,68000.0,Fully Paid,9.0,,0
801888,8400,14.85,56000.0,Fully Paid,14.0,2.0,0
1852492,10725,6.03,33000.0,Fully Paid,8.0,,0
1069982,6000,11.53,60000.0,Fully Paid,10.0,,0
745126,25200,6.49,91000.0,Fully Paid,10.0,1.0,0
841867,8500,17.99,42000.0,Current,18.0,1.0,0
1031220,2050,17.86,30000.0,Fully Paid,10.0,,0
2211696,40000,18.06,88092.0,Current,16.0,2.0,0
1901985,10375,22.15,25000.0,Current,10.0,,0
328539,18000,12.61,82000.0,Current,16.0,1.0,0
603073,8000,8.99,40000.0,Current,7.0,1.0,0
2231082,5000,9.93,42000.0,Current,11.0,0.0,0
1925841,28000,6.49,150000.0,Fully Paid,13.0,,0
2207640,8000,7.21,60500.0,Fully Paid,6.0,2.0,0
1552109,28000,14.08,74331.0,Current,12.0,0.0,0
303352,4500,14.03,64000.0,Current,18.0,0.0,0
2083132,21475,23.7,59700.0,Charged Off,14.0,,0
294233,10000,5.31,69999.0,Current,17.0,3.0,0
2064033,1425,22.45,8000.0,Fully Paid,8.0,,0
287214,40000,15.49,130000.0,Current,11.0,3.0,0
731560,15000,11.47,36000.0,Current,9.0,0.0,0
1177197,15000,16.55,30000.0,Charged Off,6.0,,0
2164401,20000,6.08,125000.0,Current,8.0,2.0,0
2216956,12000,9.93,40000.0,Fully Paid,15.0,1.0,0
191306,35000,13.56,35000.0,Current,8.0,0.0,0
976459,14000,9.99,42000.0,Fully Paid,5.0,,0
1816979,10500,14.09,30000.0,Fully Paid,10.0,,0
381187,1350,9.92,37000.0,Current,1.0,0.0,0
1557009,10000,9.93,63000.0,Current,10.0,1.0,0
1785144,30000,13.11,80676.0,Fully Paid,10.0,,0
1426355,36000,11.39,140000.0,Current,13.0,1.0,0
191937,25000,8.46,138000.0,Current,11.0,0.0,0
1086948,25000,10.99,68770.0,Charged Off,9.0,,0
1946477,35000,11.67,136200.0,Charged Off,5.0,,0
874910,3000,14.99,25000.0,Current,2.0,0.0,0
241984,10000,8.46,65000.0,Current,15.0,0.0,0
1431193,20000,7.99,130000.0,Fully Paid,13.0,0.0,0
96009,22000,11.55,100000.0,Current,7.0,0.0,0
1600900,6500,10.91,50000.0,Current,9.0,1.0,0
2246430,8200,10.91,32600.0,Current,8.0,0.0,0
633231,4800,11.47,72000.0,Charged Off,7.0,5.0,0
1868960,3000,12.99,300000.0,Charged Off,18.0,,0
57963,24000,12.98,70000.0,Current,9.0,0.0,0
547898,3000,13.99,40000.0,Charged Off,6.0,1.0,0
898053,24000,18.99,124000.0,Current,11.0,1.0,0
1658521,15000,11.49,116646.0,Current,32.0,2.0,0
804074,25600,10.78,108000.0,Current,20.0,1.0,0
504090,15000,10.49,80000.0,Fully Paid,8.0,0.0,0
1189184,2000,12.69,19800.0,Fully Paid,8.0,,0
2105807,8000,16.29,68000.0,Fully Paid,12.0,,0
673077,10250,13.67,50000.0,Current,9.0,0.0,0
327054,20000,14.52,77000.0,Fully Paid,10.0,3.0,0
346049,6000,7.34,33000.0,Fully Paid,5.0,0.0,0
2242195,30000,11.99,290000.0,Current,15.0,3.0,0
2204451,8000,11.99,65000.0,Current,11.0,0.0,0
97772,15000,12.73,80000.0,Current,13.0,2.0,0
21457,10000,18.94,125000.0,Current,6.0,1.0,0
18441,18050,18.94,185000.0,Current,10.0,0.0,0
1816859,25000,18.49,92000.0,Fully Paid,12.0,,0
1707276,13000,14.3,60000.0,Fully Paid,10.0,,0
406377,17000,9.43,50000.0,Current,8.0,1.0,0
2076332,16000,12.99,60000.0,Charged Off,7.0,,0
1029520,18000,13.33,75303.0,Charged Off,17.0,,0
1023630,21600,15.61,70000.0,Charged Off,14.0,,0
192917,5200,14.47,110000.0,Current,16.0,3.0,0
2048398,26375,18.25,60000.0,Fully Paid,8.0,,0
133478,16000,28.72,110000.0,Current,12.0,2.0,0
1285034,15000,10.99,56000.0,Fully Paid,5.0,,0
91748,30000,10.47,90000.0,Current,10.0,0.0,0
1564344,10000,9.93,70000.0,Current,11.0,0.0,0
699563,19300,11.99,42000.0,Charged Off,12.0,0.0,0
1506473,5000,9.93,55000.0,Current,5.0,0.0,0
582117,5600,10.99,20000.0,Current,5.0,0.0,0
1169464,17000,13.33,40000.0,Fully Paid,12.0,,0
1852928,11700,6.62,95000.0,Fully Paid,11.0,,0
2068360,8000,18.25,85000.0,Fully Paid,10.0,,0
2152610,10000,6.72,30000.0,Current,5.0,0.0,0
687625,21000,15.31,150000.0,Charged Off,31.0,0.0,0
1157860,5000,13.33,15816.0,Fully Paid,3.0,,0
91210,10000,6.11,80000.0,Current,6.0,0.0,0
126863,25000,6.11,98000.0,Fully Paid,17.0,1.0,0
577676,12000,13.49,44000.0,Current,7.0,0.0,0
606650,4800,13.49,29316.0,Current,7.0,0.0,0
1646516,6850,19.99,130000.0,Current,6.0,0.0,0
771099,20000,10.75,48500.0,In Grace Period,21.0,1.0,0
1675167,8000,13.99,49000.0,Late (31-120 days),6.0,2.0,0
1702508,15000,8.9,150000.0,Fully Paid,8.0,,0
358922,10000,6.07,78000.0,Current,18.0,0.0,0
1800584,22000,15.8,67200.0,Fully Paid,15.0,,0
1231965,5000,5.93,82000.0,Fully Paid,11.0,,0
122729,30000,10.08,85000.0,Current,5.0,1.0,0
1707478,25000,12.99,135000.0,Fully Paid,19.0,,0
314205,7200,10.56,60000.0,Current,12.0,0.0,0
2092988,23000,18.25,67000.0,Fully Paid,24.0,,0
971971,35000,18.99,225000.0,Current,17.0,,0
1869205,13000,7.49,60000.0,Fully Paid,21.0,,0
1884314,9450,16.49,28000.0,Fully Paid,3.0,,0
433501,16000,10.41,71000.0,Charged Off,21.0,1.0,0
637250,12000,5.32,60000.0,Current,7.0,1.0,0
1376917,2500,8.24,48000.0,Current,8.0,0.0,0
1829146,3000,8.9,50000.0,Fully Paid,4.0,,0
311834,5000,13.06,145000.0,Current,19.0,0.0,0
138358,10000,6.11,60000.0,Current,16.0,2.0,0
2066369,20000,11.99,180000.0,Fully Paid,10.0,,0
1148354,4800,9.99,71236.0,Fully Paid,8.0,,0
1352044,28000,6.99,113000.0,Fully Paid,17.0,0.0,0
258881,21000,21.85,85000.0,Current,19.0,0.0,0
2206558,5000,6.72,63000.0,Current,10.0,0.0,0
484788,5500,6.08,35000.0,Current,5.0,1.0,0
672409,5000,17.27,60000.0,Fully Paid,12.0,1.0,0
858358,5000,11.49,62000.0,Fully Paid,5.0,1.0,0
197361,15000,14.47,75000.0,Current,16.0,0.0,0
827583,35000,28.69,135000.0,Charged Off,19.0,2.0,0
877089,10000,7.99,40000.0,Current,8.0,0.0,0
1448792,15000,7.21,50000.0,Current,12.0,1.0,0
1637076,10000,15.99,105000.0,Charged Off,24.0,1.0,0
1802724,13000,14.33,65000.0,Fully Paid,11.0,,0
1620258,35000,15.05,50000.0,Current,20.0,2.0,0
307599,20000,10.07,170000.0,Current,8.0,2.0,0
1149934,10000,9.99,45000.0,Fully Paid,10.0,,0
1408029,10000,13.99,50000.0,Current,6.0,0.0,0
816391,10000,6.99,95000.0,Fully Paid,20.0,0.0,0
96667,40000,8.46,80000.0,Current,16.0,0.0,0
242915,8000,11.06,50000.0,Current,5.0,0.0,0
1988224,13500,12.49,45000.0,Fully Paid,7.0,,0
377345,10000,10.9,43385.0,Current,14.0,0.0,0
1587076,18000,9.93,66000.0,Current,12.0,0.0,0
1885601,28250,22.99,120000.0,Current,5.0,,0
354424,8500,13.58,37918.0,Fully Paid,11.0,2.0,0
738190,14000,9.75,136000.0,Current,19.0,1.0,0
2134376,6500,8.94,67275.0,Fully Paid,4.0,,0
712059,25000,9.75,162000.0,Current,15.0,2.0,0
389097,21000,6.07,82000.0,Current,13.0,0.0,0
1921003,25000,13.98,96000.0,Fully Paid,17.0,,0
1141807,18000,8.18,86000.0,Fully Paid,12.0,,0
944544,20000,8.38,65000.0,Fully Paid,15.0,0.0,0
308987,20000,7.34,78000.0,Current,18.0,0.0,0
2085516,18000,14.47,130000.0,Charged Off,8.0,,0
42145,40000,8.81,256250.0,Current,15.0,2.0,0
809656,25000,15.77,63000.0,Current,10.0,0.0,0
254512,11000,11.55,65000.0,Current,8.0,1.0,0
951713,14400,7.89,46000.0,Fully Paid,7.0,0.0,0
680003,12000,7.89,55000.0,Current,8.0,0.0,0
1862859,7200,16.29,49000.0,Fully Paid,10.0,,0
611004,19200,8.39,89000.0,Current,9.0,0.0,0
773700,9600,23.13,30000.0,Fully Paid,20.0,3.0,0
1387088,25000,13.99,235000.0,Fully Paid,8.0,0.0,0
776284,18000,7.39,85000.0,Fully Paid,14.0,0.0,0
74580,12000,7.84,67900.0,Current,7.0,1.0,0
503365,5000,13.49,35000.0,Fully Paid,12.0,1.0,0
1124635,8000,13.33,25000.0,Fully Paid,8.0,,0
1010344,20000,13.33,46766.24,Current,8.0,,0
1527155,6000,10.42,70000.0,Current,10.0,0.0,0
2093451,9000,6.03,120000.0,Fully Paid,12.0,,0
2164474,28000,11.99,110595.0,Current,20.0,1.0,0
2058657,35000,18.25,134000.0,Fully Paid,31.0,,0
273186,20000,5.31,95000.0,Current,15.0,0.0,0
511519,30000,21.49,66000.0,Charged Off,7.0,1.0,0
1006982,28950,24.99,111000.0,Charged Off,15.0,,0
1272115,26375,17.57,60000.0,Fully Paid,9.0,,0
1903493,4000,13.35,53000.0,Fully Paid,9.0,,0
1485100,7000,10.91,82000.0,Current,17.0,0.0,0
117174,6400,10.08,40000.0,Current,12.0,3.0,0
601917,4500,28.18,52000.0,Fully Paid,4.0,0.0,0
858338,33325,12.74,175000.0,Fully Paid,8.0,0.0,0
350700,24475,19.42,85000.0,Current,13.0,1.0,0
1638338,2000,7.49,38625.0,Fully Paid,11.0,0.0,0
312120,4800,7.46,28548.0,Current,4.0,0.0,0
1640717,26000,8.24,115000.0,Fully Paid,9.0,0.0,0
1348845,17200,17.14,58000.0,Fully Paid,18.0,,0
198756,3300,28.72,30000.0,Current,12.0,1.0,0
751233,9150,13.67,112000.0,Charged Off,10.0,0.0,0
1613779,21000,22.74,93040.0,Charged Off,3.0,1.0,0
444320,6600,13.59,110000.0,Current,12.0,2.0,0
1101734,19000,5.32,103000.0,Fully Paid,8.0,,0
576514,12000,12.79,72260.0,Charged Off,22.0,0.0,0
649045,7000,11.47,25000.0,Fully Paid,9.0,0.0,0
2202156,25000,7.35,152500.0,Current,7.0,0.0,0
320307,6000,8.08,150000.0,Current,7.0,0.0,0
425139,4000,7.96,32000.0,Current,3.0,0.0,0
369037,5000,9.92,80000.0,Fully Paid,7.0,0.0,0
482391,6000,21.45,41000.0,Charged Off,25.0,0.0,0
1599417,5000,9.44,71000.0,Fully Paid,15.0,1.0,0
75782,35000,20.89,86000.0,Current,21.0,4.0,0
